,video,internet,phone,age,income,HHsize,married,children,cluster
1181,81.648968506,35.0,0.0,74.0,1.0,1.0,0.0,0.0,0
1182,104.09799805,0.0,0.0,40.0,9.0,5.0,1.0,1.0,2
1183,81.809997559,35.0,0.0,74.0,4.0,2.0,0.0,0.0,0
1184,74.206964111,47.731985474,1.0,34.0,4.0,2.0,0.0,0.0,0
1185,86.90998077399999,45.0,10.0,34.0,3.0,1.0,0.0,0.0,1
1186,113.19196777,52.2,25.0,52.0,6.0,6.0,0.0,1.0,1
1187,143.21895752,48.0,49.989990234,32.0,3.0,3.0,1.0,1.0,1
1188,66.26998291,45.0,8.0,54.0,6.0,2.0,0.0,1.0,1
1189,83.659973145,45.0,0.0,32.0,2.0,2.0,1.0,0.0,0
1190,77.501983643,53.2,2.0,46.0,7.0,3.0,0.0,1.0,0
1191,79.37198486300001,32.4,0.0,60.0,5.0,4.0,1.0,1.0,0
1192,88.209985352,42.0,11.5,64.0,8.0,3.0,0.0,0.0,1
1193,24.920983887,48.4,25.0,46.0,3.0,1.0,0.0,0.0,1
1194,102.74199219,30.0,15.0,50.0,6.0,6.0,1.0,1.0,1
1195,107.23897095,38.0,0.0,66.0,5.0,6.0,1.0,1.0,0
1196,4.566998291,54.5,0.0,30.0,4.0,1.0,0.0,0.0,0
1197,63.409973145,45.0,0.0,28.0,2.0,2.0,0.0,0.0,0
1198,112.57894897,0.0,0.0,58.0,7.0,3.0,1.0,1.0,2
1199,158.39895019999997,44.2,25.0,66.0,1.0,2.0,0.0,0.0,1
1200,77.691967773,0.0,10.5,72.0,2.0,6.0,1.0,0.0,2
1201,76.268963623,32.909985352,49.989990234,40.0,8.0,4.0,0.0,1.0,1
1202,73.523962402,56.154983521000005,0.0,50.0,6.0,2.0,1.0,0.0,0
1203,73.871960449,45.0,10.0,62.0,6.0,5.0,1.0,1.0,1
1204,76.776222229,39.875,10.0,52.0,4.0,3.0,1.0,1.0,1
1205,120.96697998,29.5,40.449981689,84.0,8.0,2.0,1.0,0.0,1
1206,90.138970947,44.6,0.0,48.0,1.0,1.0,0.0,0.0,0
1207,70.497998047,37.4,15.0,62.0,2.0,1.0,0.0,0.0,1
1208,68.71665446,46.0,0.0,22.0,6.0,1.0,0.0,0.0,0
1209,33.511999511999996,81.98999023399999,0.0,20.0,4.0,3.0,1.0,0.0,0
1210,75.097998047,57.4,20.25,52.0,1.0,1.0,0.0,0.0,1
1211,68.83897094699999,29.5,17.5,34.0,5.0,1.0,0.0,0.0,1
1212,99.946948242,47.4,21.0,72.0,7.0,2.0,1.0,0.0,1
1213,158.94196777,96.2,0.0,42.0,6.0,3.0,1.0,1.0,0
1214,81.648968506,0.0,25.0,50.0,1.0,1.0,0.0,0.0,2
1215,71.738980103,48.0,0.0,22.0,9.0,2.0,1.0,0.0,0
1216,72.188973999,42.0,10.0,28.0,9.0,2.0,1.0,0.0,1
1217,93.076639811,45.0,10.0,72.0,5.0,6.0,1.0,0.0,1
1218,67.569946289,0.0,0.0,42.0,1.0,6.0,1.0,1.0,2
1219,52.14798584,32.0,29.099990845,46.0,4.0,2.0,0.0,1.0,1
1220,36.728991699,20.0,0.0,52.0,5.0,4.0,0.0,1.0,0
1221,90.397998047,45.3,36.75,58.0,5.0,2.0,1.0,0.0,1
1222,71.097998047,0.0,0.0,94.0,5.0,3.0,1.0,0.0,2
1223,28.809997559,40.0,0.0,20.0,4.0,2.0,0.0,1.0,0
1224,107.69799805,43.3,0.0,40.0,7.0,4.0,1.0,1.0,0
1225,13.068888346,62.777777778,0.0,54.0,6.0,1.0,0.0,0.0,0
1226,112.23897095,60.2,0.0,36.0,1.0,3.0,0.0,1.0,0
1227,119.8989624,65.7,25.0,56.0,9.0,3.0,1.0,0.0,1
1228,35.371984863,39.2,0.0,42.0,9.0,3.0,1.0,1.0,0
1229,72.36697387699999,42.2,0.0,58.0,4.0,2.0,0.0,0.0,0
1230,70.338980103,33.2,25.0,60.0,1.0,1.0,0.0,0.0,1
1231,68.891967773,42.2,0.0,86.0,3.0,2.0,0.0,0.0,0
1232,35.861993408000004,43.4,0.0,30.0,1.0,2.0,0.0,0.0,0
1233,45.261981201000005,35.0,0.0,36.0,5.0,3.0,1.0,1.0,0
1234,84.371948242,45.4,0.0,60.0,9.0,5.0,1.0,1.0,0
1235,73.597998047,0.0,0.0,34.0,6.0,3.0,0.0,1.0,2
1236,70.569946289,40.0,0.0,,,,,,0
1237,66.637976074,37.449993896,0.0,62.0,2.0,1.0,0.0,0.0,0
1238,171.14196777,45.0,20.0,70.0,9.0,2.0,0.0,0.0,1
1239,75.318868001,0.0,0.0,42.0,1.0,2.0,0.0,0.0,2
1240,99.19799804700001,50.0,0.0,,,,,,0
1241,41.491973877,0.0,0.0,66.0,4.0,2.0,1.0,0.0,2
1242,81.791967773,46.2,21.449996948,28.0,2.0,1.0,0.0,0.0,1
1243,91.597998047,55.3,0.0,54.0,8.0,2.0,1.0,0.0,0
1244,108.12196045,30.0,10.5,26.0,4.0,1.0,0.0,0.0,1
1245,80.538970947,41.5,20.0,42.0,5.0,4.0,1.0,1.0,1
1246,190.53892822,36.5,25.0,44.0,8.0,2.0,0.0,1.0,1
1247,75.34197998,35.1,20.0,52.0,7.0,6.0,0.0,1.0,1
1248,94.541967773,47.0,10.0,46.0,4.0,3.0,1.0,0.0,1
1249,80.569946289,33.0,0.0,42.0,4.0,2.0,0.0,0.0,0
1250,78.171960449,36.4,20.949996948,62.0,3.0,2.0,0.0,0.0,1
1251,89.871948242,54.6,11.5,34.0,1.0,4.0,1.0,0.0,1
1252,79.771984863,0.0,0.0,84.0,8.0,3.0,1.0,1.0,2
1253,71.421948242,47.0,0.0,54.0,6.0,2.0,1.0,0.0,0
1254,87.601989746,12.3,0.0,34.0,4.0,5.0,1.0,0.0,0
1255,77.63996582,44.979989624,9.0,26.0,1.0,1.0,0.0,0.0,1
1256,97.397998047,45.4,15.0,74.0,6.0,2.0,1.0,0.0,1
1257,23.083990479,35.3,10.0,86.0,1.0,1.0,0.0,0.0,1
1258,68.83897094699999,40.7,0.0,50.0,3.0,2.0,0.0,0.0,0
1259,80.171960449,42.439978026999995,5.0,70.0,1.0,1.0,0.0,0.0,1
1260,81.897998047,44.989990234,0.0,30.0,6.0,6.0,1.0,0.0,0
1261,60.071957397,11.0,0.0,68.0,6.0,3.0,1.0,1.0,0
1262,50.569976806999996,35.0,0.0,24.0,2.0,1.0,0.0,0.0,0
1263,77.921948242,34.4,0.0,56.0,1.0,6.0,1.0,1.0,0
1264,64.971963501,29.4,25.0,42.0,6.0,2.0,0.0,0.0,1
1265,8.0,0.0,0.0,80.0,1.0,1.0,0.0,0.0,2
1266,85.413696289,55.0,2.5,42.0,9.0,3.0,1.0,1.0,0
1267,67.832989502,36.3,3.05,44.0,6.0,3.0,0.0,1.0,0
1268,131.43892822,53.7,0.0,24.0,2.0,2.0,0.0,1.0,0
1269,105.61895142,36.5,30.0,88.0,1.0,2.0,1.0,0.0,1
1270,68.83897094699999,47.2,25.0,82.0,1.0,4.0,0.0,1.0,1
1271,71.409973145,45.0,15.0,26.0,2.0,3.0,1.0,1.0,1
1272,66.409973145,45.0,0.0,54.0,4.0,2.0,0.0,1.0,0
1273,64.569946289,55.0,0.0,20.0,1.0,2.0,1.0,0.0,0
1274,68.597998047,33.3,25.0,82.0,6.0,2.0,1.0,0.0,1
1275,83.869946289,39.0,0.0,36.0,3.0,1.0,0.0,0.0,0
1276,60.362487793,41.0,0.0,80.0,1.0,1.0,0.0,0.0,0
1277,70.291967773,35.0,13.0,44.0,6.0,5.0,1.0,1.0,1
1278,7.0,60.0,0.0,54.0,4.0,3.0,1.0,1.0,0
1279,88.360974121,49.003991699,0.0,76.0,5.0,1.0,0.0,0.0,0
1280,24.529986572,56.0,0.0,26.0,3.0,2.0,0.0,0.0,0
1281,66.809997559,0.0,0.0,32.0,1.0,2.0,0.0,0.0,2
1282,74.809997559,47.349975586000006,0.0,56.0,6.0,2.0,1.0,0.0,0
1283,4.5409973145,55.0,7.0,36.0,3.0,3.0,0.0,0.0,1
1284,75.171948242,35.0,15.0,36.0,4.0,4.0,0.0,1.0,1
1285,94.871948242,0.0,0.0,68.0,5.0,3.0,0.0,1.0,2
1286,78.83897094699999,63.7,0.0,62.0,3.0,2.0,0.0,0.0,0
1287,70.373986816,30.0,0.0,80.0,1.0,1.0,0.0,0.0,0
1288,54.89798584,26.3,0.0,66.0,4.0,3.0,1.0,1.0,0
1289,72.623986816,45.9,0.0,28.0,1.0,5.0,1.0,1.0,0
1290,67.671954346,52.1,7.5,22.0,3.0,3.0,0.0,0.0,1
1291,125.80999756,50.0,10.0,70.0,7.0,2.0,0.0,0.0,1
1292,52.61897583,38.5,0.0,20.0,1.0,2.0,1.0,0.0,0
1293,64.391973877,0.0,25.0,34.0,1.0,2.0,0.0,0.0,2
1294,102.97896118,37.009979248,11.0,38.0,5.0,4.0,0.0,1.0,1
1295,74.323999023,33.2,0.0,56.0,7.0,4.0,1.0,0.0,0
1296,63.920977783000005,7.0,25.997998047,22.0,1.0,1.0,0.0,0.0,1
1297,76.538970947,30.0,0.0,38.0,3.0,1.0,0.0,0.0,0
1298,76.181958008,0.0,0.0,58.0,9.0,4.0,1.0,1.0,2
1299,99.399970161,42.777777778,10.0,34.0,5.0,3.0,1.0,1.0,1
1300,89.409973145,55.0,15.0,82.0,3.0,3.0,1.0,0.0,1
1301,91.659973145,0.0,0.0,58.0,3.0,1.0,0.0,0.0,2
1302,74.92799072300001,44.989990234,19.609997559,58.0,6.0,7.0,1.0,1.0,1
1303,104.84597778,46.4,0.0,38.0,6.0,4.0,1.0,1.0,0
1304,17.0,50.0,0.0,74.0,1.0,1.0,0.0,0.0,0
1305,68.771954346,27.5,15.0,48.0,6.0,7.0,1.0,1.0,1
1306,4.8569976807,50.0,14.0,38.0,4.0,2.0,0.0,1.0,1
1307,99.36796875,0.0,0.0,68.0,8.0,3.0,0.0,0.0,2
1308,49.7,44.2,13.75,42.0,5.0,2.0,1.0,0.0,1
1309,81.809997559,60.0,0.0,28.0,6.0,2.0,1.0,0.0,0
1310,90.333984375,49.8,0.0,58.0,3.0,3.0,0.0,0.0,0
1311,92.986633301,38.673319499,10.0,64.0,7.0,5.0,1.0,0.0,1
1312,54.861975098,37.0,2.0,48.0,6.0,4.0,1.0,1.0,0
1313,81.969970703,35.0,10.0,54.0,3.0,7.0,1.0,1.0,1
1314,83.619995117,35.0,10.0,30.0,1.0,2.0,0.0,0.0,1
1315,6.8,0.0,0.0,20.0,1.0,1.0,0.0,0.0,2
1316,69.809997559,0.0,0.0,36.0,1.0,1.0,0.0,0.0,2
1317,82.397998047,36.6,12.2,42.0,1.0,6.0,1.0,1.0,1
1318,71.421641032,51.666666667,13.333333332999999,,,,,,1
1319,75.171948242,42.4,0.0,30.0,6.0,3.0,1.0,1.0,0
1320,101.09799805,46.4,0.0,44.0,9.0,7.0,1.0,1.0,0
1321,62.87197876,37.0,0.0,34.0,6.0,2.0,0.0,1.0,0
1322,21.809997559,35.0,0.0,62.0,3.0,2.0,1.0,0.0,0
1323,169.59794922,50.0,0.0,46.0,4.0,1.0,0.0,0.0,0
1324,75.097998047,32.3,26.25,36.0,6.0,4.0,1.0,1.0,1
1325,77.097998047,41.3,15.25,64.0,7.0,5.0,1.0,0.0,1
1326,74.373962402,47.4,0.0,54.0,5.0,1.0,0.0,0.0,0
1327,89.48897094700001,0.0,25.0,80.0,2.0,1.0,0.0,0.0,2
1328,87.377966309,35.3,24.25,56.0,8.0,7.0,1.0,1.0,1
1329,87.597998047,57.4,0.0,48.0,6.0,4.0,1.0,1.0,0
1330,73.84197998,0.0,0.0,88.0,4.0,3.0,1.0,1.0,2
1331,12.213995360999998,28.0,14.5,46.0,2.0,2.0,0.0,1.0,1
1332,76.34197998,0.0,27.0,52.0,2.0,4.0,0.0,0.0,2
1333,23.044998169,44.5,0.0,,,,,,0
1334,11.25,33.75,0.0,20.0,3.0,1.0,0.0,0.0,0
1335,95.897998047,31.3,0.0,54.0,9.0,3.0,1.0,1.0,0
1336,68.755963135,0.0,0.0,66.0,7.0,4.0,1.0,0.0,2
1337,85.238970947,30.5,12.5,40.0,1.0,5.0,0.0,1.0,1
1338,144.16992188,0.0,0.0,24.0,3.0,1.0,0.0,0.0,2
1339,76.569946289,35.0,0.0,46.0,1.0,3.0,0.0,1.0,0
1340,81.648968506,0.0,0.0,76.0,4.0,1.0,0.0,0.0,2
1341,60.3,35.4,25.0,38.0,3.0,3.0,0.0,0.0,1
1342,72.83798828100001,0.0,0.0,64.0,1.0,5.0,1.0,1.0,2
1343,111.02896118,47.009979248,20.0,30.0,4.0,3.0,1.0,0.0,1
1344,80.808959961,41.5,20.0,60.0,4.0,5.0,0.0,1.0,1
1345,116.72194824,28.4,0.0,36.0,7.0,1.0,0.0,0.0,0
1346,21.809997559,35.0,0.0,26.0,1.0,1.0,1.0,0.0,0
1347,56.063313801999996,38.333333333,0.0,68.0,5.0,3.0,0.0,0.0,0
1348,63.638980103,43.7,0.0,24.0,3.0,1.0,0.0,0.0,0
1349,75.84197998,0.0,0.0,46.0,1.0,2.0,0.0,1.0,2
1350,131.33193359,49.2,23.0,48.0,6.0,4.0,1.0,1.0,1
1351,109.51098633,47.0,0.0,64.0,4.0,2.0,1.0,0.0,0
1352,67.82195739699999,58.0,0.0,58.0,1.0,1.0,0.0,0.0,0
1353,70.991967773,45.0,0.0,36.0,6.0,6.0,0.0,1.0,0
1354,44.22398681600001,31.0,0.0,48.0,9.0,1.0,0.0,0.0,0
1355,53.553979491999996,0.0,0.0,72.0,3.0,3.0,1.0,1.0,2
1356,80.83897094699999,30.0,29.989990234,48.0,3.0,1.0,0.0,0.0,1
1357,76.70664469399999,42.666666667,0.0,28.0,3.0,2.0,0.0,1.0,0
1358,75.171948242,45.0,0.0,62.0,4.0,2.0,1.0,0.0,0
1359,62.693984985,45.769998169,0.0,52.0,6.0,5.0,1.0,1.0,0
1360,66.659973145,31.0,0.0,22.0,1.0,1.0,0.0,0.0,0
1361,67.736612956,40.0,10.0,62.0,4.0,1.0,0.0,0.0,1
1362,71.565979004,31.4,0.0,20.0,1.0,1.0,0.0,0.0,0
1363,45.409973145,35.0,0.0,24.0,5.0,3.0,1.0,1.0,0
1364,74.221960449,59.349981688999996,0.0,54.0,8.0,4.0,1.0,1.0,0
1365,5.3659973144999995,79.4,0.0,42.0,3.0,3.0,0.0,0.0,0
1366,77.309997559,64.0,0.0,82.0,1.0,2.0,0.0,0.0,0
1367,79.059997559,45.0,15.25,68.0,1.0,1.0,0.0,0.0,1
1368,67.397998047,56.0,4.575,72.0,4.0,2.0,1.0,0.0,1
1369,79.141967773,42.4,0.0,26.0,2.0,5.0,0.0,1.0,0
1370,43.569976806999996,40.0,10.0,52.0,5.0,2.0,0.0,1.0,1
1371,22.071990966999998,35.0,0.0,20.0,1.0,1.0,0.0,0.0,0
1372,128.66396484,34.7,34.049986267,78.0,8.0,2.0,1.0,0.0,1
1373,78.83897094699999,38.9,0.0,62.0,6.0,4.0,1.0,0.0,0
1374,35.379984538,65.0,0.0,26.0,1.0,1.0,0.0,0.0,0
1375,75.22398681600001,40.0,0.0,46.0,5.0,3.0,1.0,0.0,0
1376,82.871948242,33.0,0.0,56.0,7.0,6.0,1.0,1.0,0
1377,85.211962891,0.0,0.0,66.0,7.0,5.0,1.0,0.0,2
1378,72.569946289,55.0,0.0,60.0,2.0,2.0,0.0,0.0,0
1379,64.373986816,35.0,0.0,74.0,5.0,3.0,0.0,0.0,0
1380,109.77194824,72.0,23.0,48.0,7.0,7.0,1.0,1.0,1
1381,72.34197998,0.0,0.0,62.0,4.0,1.0,0.0,0.0,2
1382,60.97398681600001,46.0,0.0,44.0,3.0,2.0,1.0,0.0,0
1383,68.597998047,25.3,0.0,52.0,9.0,5.0,1.0,1.0,0
1384,90.845977783,20.0,0.0,26.0,1.0,1.0,0.0,0.0,0
1385,73.83897094699999,36.5,0.0,42.0,3.0,5.0,0.0,1.0,0
1386,128.59794922,55.0,17.75,70.0,9.0,4.0,1.0,0.0,1
1387,77.538970947,42.7,0.0,48.0,3.0,2.0,1.0,0.0,0
1388,9.2242780413,72.857142857,0.0,22.0,1.0,2.0,0.0,0.0,0
1389,73.549987793,41.0,0.0,20.0,1.0,1.0,0.0,0.0,0
1390,83.983996582,41.8,0.0,30.0,7.0,7.0,1.0,1.0,0
1391,184.59189453,45.0,10.0,54.0,4.0,3.0,1.0,0.0,1
1392,93.838970947,36.5,0.0,48.0,7.0,4.0,1.0,1.0,0
1393,18.301986694,9.0,22.0,72.0,5.0,4.0,1.0,0.0,1
1394,38.581994629,27.5,0.0,82.0,9.0,1.0,0.0,0.0,0
1395,75.148968506,43.2,0.0,48.0,3.0,1.0,0.0,0.0,0
1396,98.561987305,39.4,0.0,32.0,3.0,1.0,0.0,0.0,0
1397,117.49196777,46.6,25.0,44.0,9.0,2.0,0.0,0.0,1
1398,51.147998047,32.3,16.75,58.0,4.0,1.0,0.0,0.0,1
1399,136.40992737,60.0,0.0,,,,,,0
1400,83.291967773,45.0,0.0,74.0,3.0,2.0,0.0,0.0,0
1401,80.791967773,46.6,0.0,60.0,6.0,1.0,0.0,0.0,0
1402,100.47194824,52.4,20.0,44.0,6.0,6.0,1.0,1.0,1
1403,143.14593506,35.0,31.5,66.0,6.0,2.0,0.0,0.0,1
1404,129.48189697,46.4,20.949996948,62.0,9.0,2.0,1.0,0.0,1
1405,29.728991699,40.0,49.989990234,74.0,4.0,2.0,1.0,0.0,1
1406,79.409973145,49.0,0.0,22.0,1.0,2.0,0.0,0.0,0
1407,97.545977783,26.4,0.0,66.0,5.0,5.0,1.0,1.0,0
1408,73.809997559,40.0,0.0,36.0,3.0,1.0,0.0,0.0,0
1409,106.34896851,47.2,25.0,36.0,5.0,2.0,0.0,0.0,1
1410,112.52194824,52.0,0.0,70.0,7.0,4.0,0.0,1.0,0
1411,35.661993408,18.4,20.0,78.0,4.0,1.0,0.0,0.0,1
1412,81.648968506,44.2,0.0,58.0,3.0,1.0,0.0,0.0,0
1413,63.659973145,29.0,10.0,56.0,4.0,2.0,0.0,0.0,1
1414,73.148968506,0.0,0.0,44.0,4.0,4.0,0.0,0.0,2
1415,35.0,0.0,25.0,94.0,4.0,3.0,1.0,1.0,2
1416,60.409973145,31.666666666999998,6.666666666699999,44.0,5.0,2.0,1.0,0.0,1
1417,76.323999023,0.0,0.0,74.0,3.0,3.0,1.0,0.0,2
1418,76.521984863,0.0,25.0,66.0,5.0,2.0,1.0,0.0,2
1419,82.291967773,41.0,3.6,22.0,1.0,1.0,0.0,0.0,1
1420,7.0,52.2,0.0,32.0,4.0,2.0,0.0,1.0,0
1421,85.391967773,45.0,20.0,70.0,3.0,4.0,0.0,0.0,1
1422,74.938970947,0.0,20.0,84.0,6.0,2.0,1.0,0.0,2
1423,120.34196777,48.2,0.0,66.0,6.0,5.0,1.0,1.0,0
1424,152.46894531,43.0,39.989990234000004,38.0,3.0,4.0,1.0,1.0,1
1425,108.84794922,45.4,30.25,64.0,6.0,4.0,1.0,0.0,1
1426,77.541955566,58.4,0.0,56.0,9.0,4.0,1.0,0.0,0
1427,80.347973633,36.6,0.0,48.0,9.0,4.0,0.0,1.0,0
1428,52.838980103000004,40.7,0.0,34.0,4.0,1.0,0.0,0.0,0
1429,68.83897094699999,39.0,0.0,44.0,2.0,4.0,1.0,1.0,0
1430,45.838980103000004,68.4,0.0,40.0,7.0,2.0,0.0,1.0,0
1431,71.83897094699999,38.5,30.0,62.0,1.0,1.0,0.0,0.0,1
1432,78.097998047,0.0,30.25,84.0,7.0,5.0,1.0,0.0,2
1433,64.409973145,45.0,10.0,52.0,7.0,6.0,1.0,1.0,1
1434,25.071990966999998,33.5,0.0,26.0,9.0,1.0,1.0,0.0,0
1435,94.58798828100001,44.3,0.0,40.0,6.0,5.0,1.0,1.0,0
1436,78.971948242,47.0,0.0,64.0,4.0,3.0,1.0,0.0,0
1437,106.94594727,45.4,0.0,36.0,9.0,4.0,1.0,0.0,0
1438,105.87194824,30.0,23.0,66.0,6.0,2.0,1.0,0.0,1
1439,4.5549987793,43.5,0.0,48.0,4.0,2.0,0.0,0.0,0
1440,63.66998291,35.0,10.0,56.0,4.0,1.0,0.0,0.0,1
1441,65.409973145,45.0,0.0,32.0,1.0,2.0,0.0,0.0,0
1442,200.03892822,50.0,0.0,52.0,3.0,3.0,0.0,0.0,0
1443,72.997998047,58.989990234,17.75,28.0,3.0,3.0,0.0,1.0,1
1444,87.045977783,46.4,25.0,32.0,3.0,1.0,0.0,0.0,1
1445,72.071948242,35.0,30.949996948000003,74.0,7.0,4.0,1.0,0.0,1
1446,83.991967773,45.0,0.0,28.0,1.0,2.0,1.0,0.0,0
1447,110.90895996,43.0,54.979980469,64.0,5.0,6.0,1.0,1.0,1
1448,106.01895142,38.5,0.0,30.0,3.0,1.0,0.0,0.0,0
1449,12.392494202,48.75,0.0,26.0,9.0,1.0,0.0,0.0,0
1450,65.409973145,9.0,2.0,56.0,4.0,1.0,0.0,0.0,0
1451,221.72592773,39.2,23.0,36.0,3.0,3.0,1.0,1.0,1
1452,88.882995605,41.0,0.0,42.0,7.0,4.0,1.0,1.0,0
1453,86.79799804700001,73.4,15.25,48.0,1.0,1.0,0.0,0.0,1
1454,13.931994629,30.0,10.5,44.0,5.0,3.0,1.0,1.0,1
1455,77.74330647800001,55.0,10.0,74.0,2.0,1.0,0.0,0.0,1
1456,90.58798828100001,48.0,0.0,42.0,6.0,3.0,0.0,1.0,0
1457,88.838970947,47.2,0.0,44.0,7.0,2.0,0.0,1.0,0
1458,92.493306478,45.0,10.0,50.0,1.0,3.0,0.0,1.0,1
1459,91.69799804700001,43.4,0.0,56.0,6.0,6.0,1.0,0.0,0
1460,15.0,0.0,0.0,20.0,1.0,2.0,0.0,0.0,2
1461,91.597998047,44.5,10.0,70.0,1.0,1.0,0.0,0.0,1
1462,64.373986816,0.0,0.0,86.0,4.0,3.0,1.0,1.0,2
1463,72.738970947,34.1,0.0,56.0,9.0,2.0,1.0,0.0,0
1464,47.809997558999996,40.0,0.0,42.0,6.0,2.0,1.0,0.0,0
1465,72.673950195,49.4,19.0,72.0,1.0,2.0,0.0,0.0,1
1466,85.641967773,52.2,0.0,22.0,3.0,1.0,0.0,0.0,0
1467,113.09799805,50.3,0.0,42.0,2.0,2.0,1.0,0.0,0
1468,104.77896118,37.709979248,0.0,42.0,1.0,1.0,0.0,0.0,0
1469,73.238970947,30.4,0.0,64.0,3.0,2.0,0.0,0.0,0
1470,85.511987305,0.0,0.0,58.0,5.0,1.0,0.0,0.0,2
1471,59.549987793,41.0,0.0,36.0,2.0,5.0,0.0,1.0,0
1472,82.34197998,50.2,0.0,66.0,2.0,2.0,1.0,0.0,0
1473,48.809997558999996,65.0,0.0,38.0,4.0,4.0,1.0,1.0,0
1474,69.921966553,50.0,0.0,46.0,9.0,3.0,0.0,1.0,0
1475,29.184991455,24.794998169,0.0,,,,,,0
1476,48.816976929,44.655987548999995,13.0,66.0,6.0,2.0,0.0,1.0,1
1477,175.67189941,0.0,0.0,58.0,6.0,8.0,1.0,1.0,2
1478,46.685998535,80.979980469,0.0,38.0,1.0,2.0,0.0,0.0,0
1479,66.52897644,0.0,22.5,62.0,3.0,2.0,0.0,1.0,2
1480,37.991973877,0.0,18.494998169000002,26.0,1.0,1.0,0.0,0.0,2
1481,72.397998047,37.6,14.175,26.0,3.0,2.0,1.0,0.0,1
1482,44.991973877,36.2,15.0,58.0,8.0,2.0,0.0,0.0,1
1483,89.755527072,29.0,0.0,60.0,6.0,2.0,1.0,0.0,0
1484,71.83897094699999,41.5,0.0,20.0,8.0,2.0,1.0,0.0,0
1485,50.7,51.1,0.0,90.0,3.0,2.0,0.0,1.0,0
1486,77.538970947,38.5,12.5,70.0,4.0,3.0,0.0,0.0,1
1487,45.97398681600001,41.0,0.0,68.0,1.0,3.0,0.0,1.0,0
1488,15.80166626,40.0,0.0,58.0,6.0,2.0,0.0,0.0,0
1489,96.19196777299999,46.6,0.0,24.0,5.0,1.0,0.0,0.0,0
1490,13.370993042,50.0,15.5,30.0,9.0,2.0,0.0,0.0,1
1491,19.189992269,52.666666667,0.0,58.0,2.0,2.0,0.0,1.0,0
1492,59.505554198999995,29.444444444000002,0.0,70.0,2.0,2.0,1.0,0.0,0
1493,23.071990966999998,31.4,25.0,66.0,4.0,1.0,1.0,0.0,1
1494,113.50198975,42.4,21.0,56.0,9.0,4.0,1.0,1.0,1
1495,150.25195313,53.9,23.0,44.0,9.0,6.0,1.0,1.0,1
1496,71.809997559,45.0,0.0,68.0,3.0,1.0,0.0,0.0,0
1497,92.51550293,0.0,0.0,76.0,5.0,4.0,1.0,1.0,2
1498,74.83897094699999,53.0,26.5,56.0,2.0,3.0,1.0,1.0,1
1499,154.33892822,63.0,25.0,26.0,7.0,3.0,0.0,0.0,1
1500,71.373986816,42.0,0.0,38.0,6.0,3.0,1.0,1.0,0
1501,93.10998535200001,50.0,10.0,52.0,5.0,3.0,1.0,1.0,1
1502,76.619995117,35.0,0.0,,,,,,0
1503,83.809997559,45.0,0.0,30.0,3.0,2.0,0.0,0.0,0
1504,59.597998047,45.3,42.239990234000004,40.0,4.0,1.0,0.0,0.0,1
1505,111.63395996,0.0,0.0,82.0,2.0,2.0,1.0,0.0,2
1506,75.809997559,45.0,0.0,56.0,7.0,3.0,0.0,1.0,0
1507,40.87197876,0.0,0.0,38.0,1.0,1.0,0.0,0.0,2
1508,77.770977783,36.4,25.0,50.0,3.0,1.0,0.0,0.0,1
1509,143.33791504,44.651980591000004,0.0,54.0,6.0,3.0,0.0,0.0,0
1510,66.637976074,0.0,0.0,42.0,7.0,2.0,0.0,0.0,2
1511,63.66597289999999,54.0,0.0,48.0,4.0,3.0,1.0,1.0,0
1512,96.687994385,45.0,0.0,34.0,1.0,2.0,0.0,1.0,0
1513,109.64096069,0.0,25.0,72.0,6.0,3.0,1.0,0.0,2
1514,62.569976806999996,40.0,0.0,44.0,6.0,5.0,1.0,1.0,0
1515,30.74599762,0.0,0.0,52.0,8.0,2.0,1.0,0.0,2
1516,191.73190918,44.5,15.139996338,60.0,9.0,4.0,1.0,0.0,1
1517,80.871972656,33.6,27.949996948000003,48.0,9.0,6.0,1.0,0.0,1
1518,70.191967773,28.2,18.0,42.0,9.0,5.0,0.0,1.0,1
1519,41.589996338,45.0,10.0,50.0,7.0,2.0,0.0,0.0,1
1520,82.797998047,35.0,15.25,38.0,6.0,2.0,0.0,0.0,1
1521,75.171948242,0.0,25.0,56.0,1.0,2.0,0.0,1.0,2
1522,113.79799805,30.689990234,27.25,38.0,5.0,3.0,0.0,1.0,1
1523,71.797998047,0.0,0.0,70.0,5.0,1.0,0.0,0.0,2
1524,63.589996338,45.0,0.0,50.0,5.0,2.0,0.0,0.0,0
1525,76.597998047,38.3,26.25,50.0,9.0,7.0,1.0,1.0,1
1526,63.373974608999994,45.4,0.0,32.0,2.0,3.0,0.0,1.0,0
1527,75.597998047,32.3,0.0,22.0,2.0,1.0,0.0,0.0,0
1528,73.323986816,35.0,0.0,84.0,4.0,2.0,1.0,0.0,0
1529,42.845986938,0.0,15.0,88.0,1.0,2.0,0.0,0.0,2
1530,112.27896118,35.759979248,0.0,28.0,5.0,3.0,0.0,1.0,0
1531,110.12595215,59.0,0.0,76.0,3.0,3.0,0.0,1.0,0
1532,62.659973145,46.0,10.0,56.0,5.0,3.0,1.0,1.0,1
1533,73.097998047,42.2,0.0,30.0,3.0,1.0,0.0,0.0,0
1534,64.597998047,35.3,0.0,72.0,3.0,5.0,0.0,1.0,0
1535,33.0,55.0,0.0,22.0,3.0,1.0,0.0,0.0,0
